,def_pay
27601,0
29450,0
28137,0
11298,0
18104,0
9530,0
13854,1
2331,1
8088,0
9049,0
4145,1
29621,0
13317,0
13735,1
25917,0
15761,0
9045,0
2533,0
8787,0
23323,0
8607,0
16994,1
5477,0
12858,0
6396,0
20478,0
26077,0
4131,0
8467,1
6246,0
11369,0
10153,0
29987,0
26690,0
13675,0
15123,1
25510,1
3043,1
15512,1
15693,0
1626,0
28122,0
23236,0
14632,0
12362,1
13390,1
4351,1
12328,0
16370,0
1726,0
3237,0
19382,0
26400,0
6183,1
3800,0
9861,0
1338,0
10487,1
5948,0
25702,0
27127,0
21639,1
13041,0
14062,1
8194,0
3790,1
6581,1
6495,0
23395,0
5269,0
9240,0
12367,1
20345,0
14324,0
4213,0
13928,0
27978,0
762,0
29211,0
21674,0
29544,0
9697,0
3279,0
22651,0
4965,0
16192,0
17229,0
7853,0
12971,1
25557,0
2987,1
21260,0
9387,0
29573,0
10806,0
2755,0
3542,0
7402,1
24229,1
9638,0
6833,1
1367,1
8336,0
27131,1
15196,0
12645,0
17825,1
26073,0
6828,1
13369,1
29884,0
2407,1
10013,0
18116,1
16053,0
18400,0
2436,1
19695,0
5692,1
15823,0
4404,1
23138,0
24639,0
17172,0
13876,0
10404,0
24458,1
20879,1
11835,0
13656,0
28430,0
11734,0
7280,0
5003,0
7073,1
29052,1
22299,1
12438,0
6663,0
11350,0
28843,0
23890,0
26115,0
5058,0
8985,0
9432,0
10636,0
4422,0
138,1
8433,0
29485,1
18823,1
24846,1
9536,1
7495,0
29394,0
4231,0
6304,1
13255,0
5396,0
27777,0
18408,0
11425,0
26740,1
14052,0
14134,0
19726,0
24590,1
6614,0
21284,0
17963,1
2222,0
27809,0
20663,1
6339,0
29208,0
15398,1
7038,0
13155,0
24259,0
9639,0
18475,0
1605,0
28019,1
28244,0
24597,0
1355,0
17299,0
28792,0
29268,1
2665,0
16136,0
21561,0
23682,0
22102,0
23071,0
8307,1
8711,0
8390,1
6852,1
25322,0
16882,0
23511,0
23891,0
19431,0
14181,1
6887,0
21290,0
23709,0
22338,0
25801,0
1986,0
5341,0
10951,0
11340,1
9413,1
27230,1
9021,0
28067,0
25432,0
20484,0
21136,0
16728,0
2710,0
19934,0
18908,0
23723,1
17803,0
606,0
25475,0
5986,1
23881,0
7400,0
5187,0
395,0
5011,1
2054,0
14051,0
9834,0
6611,0
9478,0
16226,1
22564,0
23178,0
10585,0
5399,1
8259,1
11578,1
4909,1
22567,1
25054,1
18916,0
2738,0
5296,0
12334,0
25431,0
2747,0
18991,0
4346,0
24102,1
15678,0
2086,1
6407,0
6525,0
16423,1
24446,0
12014,0
26059,0
29309,1
21995,0
9538,0
17906,1
12892,0
10912,1
15603,0
28064,0
5510,0
5696,0
6490,0
29503,1
21323,0
13062,0
17133,1
28204,1
12947,1
24921,0
4081,0
20622,1
23568,0
14121,0
6740,0
4687,0
21375,0
3432,0
14945,1
6919,0
26502,1
18873,0
2530,1
11869,0
20064,0
5525,0
6235,0
18212,1
20282,1
27612,1
17260,0
670,0
29464,1
28144,0
14665,1
9894,0
18575,0
16921,0
27806,0
26655,0
16077,0
24317,0
23694,0
1398,0
22375,0
2246,0
29388,0
5788,0
13614,0
3194,1
5259,0
26054,0
25616,0
12295,0
21318,0
4864,0
28690,0
15351,0
29957,0
10331,0
6931,0
25455,0
15227,0
7105,0
23270,0
16433,1
2767,1
9094,0
12893,0
14724,0
22892,0
11457,0
29073,0
11636,1
2491,1
2254,0
19815,0
19731,0
21124,0
21865,0
28918,0
22529,0
19619,0
23451,0
11334,1
4882,1
1824,0
17936,0
111,0
16756,0
10576,0
8505,0
14901,0
19206,1
21155,0
16154,1
7013,0
4647,0
29853,1
19591,0
10516,0
21806,0
15706,0
3372,0
927,0
22382,0
1755,0
26654,0
1009,0
15939,1
11164,0
23768,0
16020,0
27739,1
24356,0
14413,0
8039,0
13452,1
26282,0
11419,0
11554,1
15195,0
9007,0
1046,1
17304,1
3141,0
9712,0
24871,0
14490,0
3317,0
6981,1
20827,0
22491,1
23034,0
27125,0
6953,0
4710,0
11768,0
5374,0
15331,1
3574,0
3197,0
6743,0
14938,0
2823,1
9154,0
12402,1
28103,1
26842,0
25816,0
27194,0
26694,0
5891,0
4400,0
19338,0
19269,1
29145,1
25135,0
24911,0
11073,0
14796,1
17718,1
11828,0
1881,1
28583,0
11162,0
9150,0
22232,0
12290,0
22923,0
18713,0
23317,0
1668,0
4555,1
15905,0
11392,1
963,0
16306,0
13672,0
27458,0
23487,0
5682,1
2394,0
26142,0
26258,0
10564,0
20771,0
26467,0
17545,0
2262,0
8004,1
22693,0
19580,0
9517,1
25426,1
15453,0
9936,0
766,0
7318,0
19166,1
25024,1
23382,0
1658,0
10262,0
12683,0
10033,0
5765,0
7295,0
25598,0
10660,0
20390,0
11244,0
24559,0
21013,1
9788,0
21932,0
25437,0
20304,0
17171,0
377,0
12624,0
21008,0
24660,0
23040,0
11508,0
22512,0
27392,0
5299,0
6389,0
14101,0
15034,1
9974,0
13710,0
4845,1
819,0
26403,0
11930,0
24057,0
18023,0
17319,1
28527,0
18549,0
5306,0
1263,1
18361,0
29376,1
6212,0
29183,0
4632,0
17014,0
6803,0
28914,0
21405,0
22804,0
22985,0
25117,0
25096,1
13560,1
11529,0
19972,0
20739,0
19167,1
26206,0
18570,0
8997,0
15030,1
26057,1
1743,0
20927,0
15340,0
27337,0
27734,0
5036,0
707,0
17694,0
12619,1
8859,1
15307,0
27548,1
26945,0
3758,1
29386,0
24669,0
10635,0
20604,0
26376,1
4059,0
9852,0
27672,0
18556,0
22331,0
27239,0
14405,0
19573,0
12312,0
1681,0
6566,1
2585,0
2746,1
29180,1
27460,0
28738,0
20389,0
194,0
9533,1
24063,0
9848,0
13961,0
22161,0
1984,0
9095,1
20866,0
14396,0
27934,0
16768,0
26096,0
29228,0
27097,0
7633,1
6242,0
17191,0
11849,0
22792,0
20272,1
25570,0
21031,0
10802,1
14690,1
20532,0
8243,0
29538,0
29075,0
14837,0
13058,1
25396,0
22187,0
8473,0
12322,1
8335,0
13139,1
28277,0
29712,0
4692,0
24378,0
20131,0
12303,0
25500,0
4260,0
16084,0
17103,0
27432,0
2647,1
27891,0
28779,0
18312,0
9562,1
27920,0
29090,0
3837,0
25698,0
18920,0
14840,0
16517,1
24904,0
2891,0
17417,0
20674,0
28403,0
9,0
15016,0
21242,0
20399,0
12307,1
8481,0
18502,0
11001,0
28993,1
14320,0
11540,0
15916,1
27890,0
28308,0
15720,0
1657,0
28198,0
16909,0
14784,0
21496,0
16537,0
6913,0
8438,0
11804,0
17864,0
8781,1
10771,0
15795,1
2643,0
3249,0
13148,0
4236,0
4817,0
1594,0
21316,0
29022,0
13709,0
28992,0
28432,0
4595,0
3437,0
27917,1
16560,0
14584,0
18963,1
24503,0
11165,0
7258,0
1069,0
4338,0
14025,1
23358,0
10442,0
8229,0
22378,0
4254,0
12069,0
13904,1
23467,0
5468,0
5853,1
3712,0
28876,0
13035,1
6297,0
2509,1
1528,0
16076,0
13044,1
15872,0
89,0
24947,0
25084,0
12105,0
26719,1
17905,0
1982,0
27883,0
13800,0
28534,1
20531,0
16814,1
26211,0
4661,0
18721,0
23757,1
21465,0
18984,0
11101,0
15368,1
19678,0
12497,1
20235,0
28105,0
3400,0
22565,0
17124,0
27910,0
26758,0
10255,0
12002,1
21200,0
2334,0
1537,0
28909,0
7156,0
9566,1
8020,1
11412,0
5474,1
3179,0
12632,0
12911,0
21381,0
5771,0
17031,1
10475,0
11950,0
14329,0
3633,1
4097,0
13568,0
4977,0
19912,1
19987,0
18328,0
13858,0
28955,0
27701,1
7182,1
22073,0
920,0
26158,1
11336,0
28390,0
9396,0
9321,0
2874,0
16790,0
22397,0
27087,0
15058,1
977,0
13377,0
5093,1
24050,0
17026,1
5485,1
13318,0
20336,1
28943,0
6843,1
28457,0
11722,0
27928,0
10712,1
7575,0
12927,0
29644,0
25036,0
15257,0
14276,1
26703,0
24262,0
20521,0
20225,0
7289,0
20158,0
27241,0
24740,1
14778,1
3622,0
9118,1
23385,1
17460,1
18398,0
19745,0
7620,0
28071,0
16363,0
24657,0
23037,0
5991,0
7525,0
22167,0
482,0
24099,0
4824,0
22293,0
15303,1
12022,0
22571,0
1561,0
6749,0
7730,0
8641,1
23540,0
22303,0
134,0
10131,0
11916,0
17992,0
18695,1
25126,0
8835,0
25661,0
11449,0
3017,1
28330,0
19105,1
8550,0
21188,1
7493,0
14604,0
8291,0
29929,1
2592,0
14685,0
219,0
9061,0
9984,0
15494,1
26397,0
14234,0
15691,1
6344,1
18891,0
15589,0
14097,0
20130,0
18386,0
8158,0
16674,0
26923,0
26792,0
5094,0
24918,0
13680,0
2788,0
1943,0
24562,0
4730,0
25501,0
512,0
18794,0
11524,0
3674,0
11987,1
20112,0
5574,1
18482,0
23479,1
8345,1
44,0
7841,0
21593,0
23274,1
24297,1
3721,0
22814,0
8900,0
26726,0
1963,0
2140,0
5514,0
18445,0
18890,1
14542,1
26554,0
15985,0
23075,0
9298,0
23224,0
20116,1
11846,0
13647,1
13589,0
18311,1
28657,0
14459,0
18048,1
6628,0
11811,0
20994,0
16899,0
11634,0
22399,0
23026,0
27287,0
3214,0
25090,0
8744,0
29483,1
16847,1
24349,0
7349,1
17132,1
32,0
23553,0
19866,0
23326,0
201,0
6223,0
28596,0
23519,0
14975,1
13440,1
13037,1
16050,0
3273,0
21986,0
13052,0
26199,0
4735,0
22132,0
29619,1
10082,0
12569,0
14058,0
1056,0
4001,1
6892,0
17723,0
26486,1
14994,0
16130,0
9734,0
24302,1
25032,1
25929,0
24557,0
5141,0
3841,0
22920,0
1780,0
24715,0
6659,0
17778,0
22265,0
14144,1
14045,0
28535,0
3994,0
1090,0
3917,1
17454,0
20856,0
5920,1
19425,0
28061,1
24758,0
27186,0
26386,0
29238,0
15168,0
25904,1
1673,0
9232,0
18373,0
7459,0
28218,0
24699,0
17168,0
11395,0
4164,0
12187,0
27095,0
16843,0
24070,0
28917,0
27834,0
24543,0
10377,0
21808,0
5562,0
7343,0
22388,0
10157,1
24546,0
20961,0
8663,0
3168,0
6897,1
14846,1
25112,0
2419,0
5265,0
21689,0
24702,0
12807,0
22645,0
7096,0
9995,0
15799,0
28424,0
7772,0
24196,0
14655,0
25132,0
26648,1
22141,0
24940,0
26435,0
28354,0
24094,0
25948,0
21609,1
19879,0
20377,1
20530,0
12338,0
9869,1
23683,0
25458,0
29657,1
9283,0
29058,1
11962,1
15623,0
6397,0
28893,0
3497,0
25278,1
4277,1
14173,0
4683,0
24161,0
1959,0
983,0
14695,1
28526,0
13571,0
2013,0
1331,0
8127,0
26610,0
21140,0
9576,1
25352,0
4796,0
11365,0
15689,1
23699,0
8099,1
9598,0
21567,0
28812,0
6356,0
5084,1
25981,0
3853,0
15445,0
1334,1
16321,0
23843,0
13357,0
4276,0
21797,0
24056,1
20511,1
24067,0
5843,0
21304,0
16290,1
12650,0
12591,0
8373,0
6418,0
21144,1
6753,1
28402,1
24284,0
19805,1
26370,1
2808,0
8480,0
8686,0
2454,0
27607,0
12779,1
23687,1
22668,0
314,0
12126,0
7005,0
8288,1
14653,0
9126,0
29059,0
24986,0
23292,0
5863,0
21536,1
14007,1
13952,0
7969,0
24194,0
29350,0
6792,0
11279,0
2620,0
15176,0
17018,0
28100,0
21608,0
20676,0
3606,0
24401,0
1642,1
8392,1
29420,0
23672,0
13548,1
8706,0
5258,0
25448,0
24902,0
25088,0
15069,0
10982,0
16007,0
156,0
3847,0
1523,1
10520,0
26266,0
15074,0
9991,1
17285,0
4594,1
26351,0
5881,0
1181,0
18222,0
4561,0
3148,0
26872,0
15198,0
1179,0
22524,0
21714,0
11525,0
3659,0
18374,1
6426,1
9005,0
16389,0
16173,0
20105,0
1430,0
643,0
28212,0
12617,0
14112,0
28752,0
2358,0
3838,0
3857,0
26793,0
25323,0
12171,1
19746,0
3802,0
14615,0
23114,0
10753,1
19355,0
23862,0
15009,0
15443,1
23848,0
20023,0
22719,0
2499,0
13309,0
20583,0
1408,1
14122,0
25459,1
10302,0
25305,1
6010,0
21709,0
8858,1
28834,1
21904,0
14073,0
18610,1
2146,0
8978,0
587,1
1189,0
12071,0
8005,0
14946,0
21110,1
21522,0
24695,0
29262,0
25338,1
23378,0
8448,0
7310,1
12972,1
4550,1
21160,0
2977,0
2595,0
2060,0
21894,0
22351,0
10455,0
20,0
19357,0
6191,1
21975,0
28368,0
21780,0
19749,0
9489,0
19925,1
8325,0
12677,0
21827,0
11946,1
18226,0
14920,1
4511,0
14082,0
19285,1
1030,0
15182,0
10913,0
20930,1
4999,0
22139,0
9773,0
17669,0
26852,0
2545,1
1829,0
6333,0
22442,1
13809,0
1148,0
19701,0
5243,0
18985,0
16382,1
3565,1
21970,0
21642,0
26696,0
12433,0
24697,1
22200,0
16957,0
3700,0
23047,0
363,1
24207,0
26390,1
14426,0
12796,1
15289,1
6052,0
29319,0
12662,0
16096,0
16242,0
1938,0
10976,0
8737,0
21189,0
24153,0
8901,0
19566,0
4414,0
15947,1
7172,0
17826,0
22650,0
16541,1
11552,0
13573,0
6873,0
15068,0
6546,0
13279,1
26129,0
5730,0
8589,0
261,0
25934,0
21520,0
27524,0
12423,0
24332,1
19604,0
6405,0
17120,0
22546,0
27641,0
17874,1
22230,0
29900,1
22434,0
8028,0
22411,1
339,0
29864,0
5023,0
11924,0
10317,0
2733,0
13099,0
28927,0
21678,0
12286,0
15857,0
13340,1
17675,0
25340,0
658,0
26720,0
19532,1
721,1
4566,0
21049,1
848,1
19680,0
16884,1
18498,0
3414,0
28050,0
13574,0
16193,0
18846,0
18499,0
19877,0
28623,0
4650,0
17160,0
2379,0
23583,0
15591,0
14500,1
22715,0
18998,1
26656,1
6929,1
5878,0
24428,0
759,0
17842,0
13770,0
4139,0
28479,0
810,0
15741,0
13364,0
18869,0
21795,0
19162,0
17156,0
8947,1
4952,1
18771,1
26712,0
2427,1
19916,0
25733,0
19473,0
29308,0
21503,0
3466,0
6752,1
18415,0
24087,0
15309,0
2406,0
7658,0
13026,0
11432,1
2017,1
25673,0
27088,1
12863,0
15463,0
17532,0
24953,1
3930,0
24155,1
29780,0
8395,0
18320,0
16661,0
28492,1
15231,1
10236,0
12297,1
1810,0
23049,1
18644,0
7379,0
22767,0
20302,0
11032,0
4312,0
20224,0
28092,0
27162,0
4369,0
5232,0
9833,0
6700,1
6607,0
14451,0
21098,0
21855,0
17367,0
17218,0
8593,0
12405,0
10127,1
7870,0
14804,1
17272,0
12768,0
13418,0
23162,0
27289,0
21236,0
8694,0
287,0
17033,1
28197,0
14532,0
15652,0
10032,1
11615,1
357,0
8493,0
29001,1
7589,0
25041,0
11788,0
14768,0
11751,1
1784,0
4407,0
9363,0
15899,0
4395,0
11841,0
19264,0
26121,1
26040,0
29810,0
9895,0
17782,0
14225,1
17261,0
18296,1
23904,1
7329,1
20391,0
4421,0
16880,0
23386,0
2002,0
9249,0
13182,0
8682,1
21751,0
23446,1
2803,0
24581,0
13344,1
6547,0
23348,0
25897,1
406,0
20163,1
16334,0
9098,1
7827,0
21168,1
27183,0
8090,1
3364,1
15648,0
1837,1
19905,0
3535,1
5992,0
8134,1
16001,0
353,0
13662,0
3990,1
7528,1
3211,0
25397,0
22795,1
21669,0
13663,1
7257,1
18333,0
26192,1
12734,1
27718,1
4413,0
22157,0
28940,0
10445,0
15563,1
154,0
18631,1
18618,1
9968,0
23870,0
10648,0
24880,0
20720,0
6989,0
11329,0
6422,0
2141,0
9192,1
15698,0
26889,1
16164,0
15375,0
19638,0
19233,1
20821,0
5649,0
2088,0
12178,0
2849,0
16861,0
23936,0
13535,0
20291,0
19881,0
19621,1
11736,1
10924,0
16184,1
19263,0
25806,0
14718,0
8726,0
14419,1
18803,0
19979,0
24246,0
28288,0
22495,0
3002,1
5429,0
23743,0
454,0
19782,1
19012,0
23083,0
4800,0
21682,0
117,1
3527,0
13048,1
3958,1
23393,0
21935,0
5599,0
21546,0
12358,0
8498,0
14822,1
7450,1
16031,0
8790,0
25580,0
11955,0
15359,0
28775,1
1975,0
22773,1
25526,0
17345,0
13215,0
6967,0
13023,0
27237,0
19627,0
24381,0
24154,1
4468,0
29623,0
13692,0
21067,0
13439,0
11701,1
7239,1
14353,0
23579,0
18280,0
17131,0
25767,1
27415,1
17877,0
2271,0
10272,0
8386,0
3117,0
12829,1
4054,0
20452,1
23269,0
16314,0
14761,0
1339,1
21631,0
8502,0
5041,1
21185,0
5484,0
20813,0
11286,0
1341,0
19525,0
23259,0
15895,0
19515,0
12905,0
17829,0
14888,0
4976,0
19179,0
9282,0
13939,0
1022,0
3559,0
25591,0
22942,0
5736,1
14318,0
1063,0
26229,0
17185,0
2511,1
1833,0
22231,0
15658,0
18227,0
27056,0
28954,0
14228,0
12068,1
19149,1
2008,1
5626,1
14793,1
25155,0
10871,0
5001,1
19519,1
9317,0
1706,0
26755,0
2555,0
21816,0
19648,1
23275,0
24622,0
9017,0
13834,0
6713,0
26157,0
1459,0
27992,0
3283,0
15323,0
26185,0
20419,0
28734,0
22714,0
14386,0
23267,0
13245,0
1387,0
21629,0
17029,0
21307,1
9190,1
28887,0
28547,0
5440,0
18622,1
27845,1
20269,0
18494,0
5821,0
24967,0
12381,1
24540,0
25623,0
19846,0
12975,0
19077,0
28555,0
13521,0
12819,0
26459,1
7497,0
5210,1
4914,0
16148,1
27574,0
8870,0
5914,0
22992,0
19867,0
18080,0
27738,0
19021,1
20945,0
7143,1
6890,0
526,0
162,0
20155,0
6761,0
5768,0
3044,0
21903,0
12271,0
21432,0
8867,1
9728,0
26723,0
11014,0
16229,0
15534,0
12689,0
15064,0
5009,0
3092,0
11015,0
25094,0
21501,0
28507,0
2773,0
4336,1
1817,0
10243,0
18553,1
29249,1
21130,1
12373,0
18882,0
11012,0
24970,0
15502,0
29840,1
23364,0
7959,0
28380,0
18173,0
8263,0
131,0
24547,0
12052,0
14742,0
29192,1
11759,0
11161,0
20802,1
15305,0
7164,1
2817,1
9916,0
3581,0
1855,0
24396,1
17725,0
23677,0
26087,0
15827,0
4975,0
2189,0
9558,0
23740,0
3456,0
25640,0
7276,0
19400,0
25192,0
7027,0
17765,0
19304,0
14958,0
25818,0
4790,1
22551,1
20712,0
6674,0
11390,0
23563,0
28634,0
10757,0
260,0
18195,0
2857,0
15325,0
15490,1
1830,1
4921,0
26567,0
26223,0
22999,0
27060,0
4854,0
27680,0
27897,0
11437,0
19773,0
10124,0
22855,1
25104,0
152,0
29856,0
11731,0
9442,0
2783,0
22405,0
10090,0
12120,0
7316,1
24071,0
15718,1
549,0
26543,0
21416,0
5900,1
20016,0
10590,0
14900,0
2544,1
16848,0
22268,1
27181,0
28543,0
12278,1
11116,0
14418,0
15247,0
19720,0
26683,0
16667,1
4052,0
11803,0
5819,1
13457,0
27106,0
17554,0
7771,0
12673,1
15614,0
43,0
8252,0
20416,0
24530,0
931,1
17265,1
13772,1
19892,0
6370,0
10977,1
23522,0
20778,0
19690,0
28830,0
11838,0
8407,0
10056,0
21908,0
1520,0
8704,0
5915,0
17568,0
11417,1
26104,0
14717,0
14904,0
25523,0
108,0
29777,1
4507,1
3113,0
4430,0
1734,0
5371,1
19913,0
29023,0
29484,0
2951,0
9345,0
2875,0
10434,0
16104,1
28859,0
28709,0
3350,1
6072,1
29288,0
7272,1
4631,0
20684,1
16991,1
12114,0
21448,0
23301,0
24376,0
7214,0
17165,0
26813,1
24939,0
5650,0
4539,0
17801,1
22124,1
17140,1
22743,0
19403,0
10450,0
10603,0
14715,0
27916,0
5149,1
22798,0
16059,1
621,0
22570,1
939,0
21736,0
16569,0
23183,0
28750,0
1905,0
9597,0
24242,0
12682,0
29081,1
5370,0
21115,0
28493,0
19234,0
14973,1
27073,0
22632,0
20448,0
12344,1
15638,1
29179,1
28001,0
14657,0
840,0
11,0
7740,0
18814,0
2396,0
4757,1
21704,0
17238,0
23394,0
8724,0
16210,0
16119,0
11458,0
12797,0
20610,0
26187,0
5770,1
8416,0
13919,0
12519,1
3296,0
14608,0
28805,0
12712,0
17450,1
18049,0
1079,0
24518,0
17448,1
1010,0
3536,0
14487,0
29971,0
16145,0
21648,0
22216,1
23172,0
29332,0
16898,0
23051,0
10021,0
23615,1
20973,1
13733,0
5121,1
24478,1
23053,0
21131,1
4490,0
20911,1
21055,0
19171,0
93,0
12392,1
21208,0
22907,0
8421,0
29668,1
5229,0
16358,0
12170,0
12152,1
11300,0
4686,0
29518,1
20519,0
8406,0
27626,0
10470,0
28494,0
6048,0
16745,0
19223,1
14348,0
5335,1
26409,0
6156,1
7682,0
9277,0
1596,0
17011,0
25282,0
16069,0
22998,0
29024,1
7113,0
18150,0
2085,0
22644,0
23121,0
9027,0
10314,1
20368,1
3285,0
8606,1
122,0
11009,0
6554,0
25238,0
22755,1
18034,0
6539,1
19347,0
11272,0
859,0
21973,0
1221,0
18554,1
17163,0
12240,0
21698,0
6022,0
12644,1
13411,0
14849,0
14331,0
4668,0
24757,0
4869,0
23176,0
10435,0
18956,0
11373,0
23180,0
29146,0
29901,0
22615,0
17456,0
10007,0
22769,0
5163,1
8566,0
17996,0
5080,1
1070,0
25449,0
7076,0
18768,0
304,0
24793,1
5236,1
11735,0
26589,0
24410,0
17821,1
19640,1
25081,0
24336,0
28900,0
22929,0
20354,0
17025,1
9033,0
22820,0
27295,1
11210,0
15875,1
29403,0
5657,0
23423,0
6694,0
1298,1
9906,0
11038,0
11488,0
27098,0
7971,0
21357,0
25799,0
14156,0
3114,0
16906,0
21449,1
27518,0
22142,0
7228,1
20114,0
29445,0
3671,0
15276,0
11741,0
21926,0
15625,0
20431,0
4309,0
21320,0
5166,0
13891,0
17944,1
10734,0
9269,0
23549,0
10425,0
13091,0
12518,1
6513,0
17757,0
11842,0
3855,0
3360,0
14983,0
23722,0
9702,0
6830,0
3976,0
3848,0
17267,0
29129,0
17434,0
16818,0
27308,0
17258,0
29321,0
4296,0
4764,0
10361,0
15253,0
7904,0
13180,0
98,0
1792,0
15740,0
22403,0
13412,1
9669,0
15906,0
7370,1
18379,0
7794,0
28004,1
13798,0
27405,0
4900,1
5311,0
28770,1
14851,0
28708,0
3169,0
19717,0
1136,0
4188,1
7169,1
15962,0
10215,0
2194,0
23135,0
15976,1
22557,0
16231,1
21250,0
21659,0
27011,0
24747,1
25876,1
25955,0
25442,1
8745,0
26903,0
26573,0
28020,0
12609,1
5593,0
16422,0
23139,0
10923,1
29482,0
22515,0
28577,0
6864,0
16890,0
5124,0
24995,0
14323,0
28533,1
10480,1
26563,0
19311,0
25430,0
12107,1
27578,0
19255,0
16038,0
27824,0
16421,0
14151,0
23676,0
19560,0
16868,0
29950,0
25343,0
6394,0
8358,0
1159,0
16914,1
7945,1
29033,1
2528,0
18202,0
9496,0
9633,0
9117,0
13719,0
23484,0
10617,0
28274,0
247,0
10609,0
15717,0
13173,0
3109,0
1713,0
20181,0
7974,0
14014,0
7822,0
9914,1
679,0
27768,0
4162,1
2554,0
24820,0
25447,0
6372,0
19148,0
8484,0
24959,0
13311,0
24556,1
23714,0
7728,0
2967,1
19094,0
5343,0
15473,0
8813,0
21282,0
6128,0
3162,1
5431,0
15343,0
7041,0
727,0
29074,1
5971,1
13258,1
29714,0
26090,0
25488,0
12197,1
6924,0
29919,1
17406,0
6238,1
12372,0
25404,0
9997,0
14641,0
10241,0
20892,0
5655,0
17225,0
25850,1
298,0
12705,1
17496,1
27054,0
17802,0
8097,0
19345,0
9508,0
18877,0
17726,0
28114,0
21912,0
5489,0
23942,0
14692,1
27542,0
15898,1
5925,0
6092,0
22470,1
13429,0
15426,1
20323,0
16377,0
20857,1
719,0
21234,0
9013,0
11263,0
25204,0
9210,1
26295,0
9301,1
10402,1
20464,1
27065,0
4585,0
22609,0
5205,0
6240,1
8725,1
21333,0
980,0
20333,0
21901,0
6737,0
4480,0
3479,0
20015,0
12589,0
3765,0
3207,0
6119,1
26344,0
24167,1
29776,0
29821,0
24064,0
3348,0
9596,0
23546,0
14140,0
26378,1
10152,0
23965,0
14274,0
7745,0
8776,0
2777,0
11964,1
11008,0
5120,0
23595,0
4622,0
13336,0
29994,1
20487,0
3303,0
5034,1
4826,0
13100,0
3875,0
21456,1
14593,0
19788,0
10313,0
6695,0
10950,0
248,0
17577,0
24253,0
8149,0
1283,0
20200,0
11421,0
6110,0
25974,0
3578,0
14071,1
13738,0
5326,0
26886,0
13138,0
15019,0
2178,0
23674,1
4159,0
6151,0
2950,0
20588,0
19218,0
17072,0
21927,0
19392,0
23113,0
24339,0
9383,0
25199,0
22361,0
7254,0
20294,0
29833,1
17673,0
12610,0
28854,0
11858,0
14001,0
2418,0
5610,1
17437,0
1942,0
10856,0
5963,0
29184,1
25991,0
20958,0
28745,1
14677,0
28054,1
22373,0
11619,0
9300,1
4270,0
23003,0
1607,1
29717,1
20949,0
22298,0
19901,0
12637,1
7637,0
18380,0
4918,0
19496,0
27146,0
5515,1
9221,1
16480,1
28758,0
15814,0
4742,1
21489,0
19851,0
5558,1
27382,0
3277,1
12509,0
10135,1
22759,1
3907,1
6336,0
11377,0
23061,1
11120,0
20177,0
15258,0
17323,1
7734,1
6706,0
5088,0
10165,0
13559,0
11580,0
7441,0
10373,0
20032,0
22947,0
18072,0
5355,0
22619,0
8552,0
4894,0
15886,0
6750,1
28911,0
13223,0
20943,1
8898,1
17683,0
13736,0
9826,1
10970,1
26612,0
13688,0
20101,0
4102,1
11652,0
7598,0
7378,0
13372,0
25190,1
1433,0
21319,0
11304,0
16267,0
8642,0
21218,0
27761,0
730,0
9202,0
9658,0
9423,0
12106,0
14252,0
14577,0
16336,0
7884,0
5368,0
4871,0
21120,0
13059,0
3706,0
28490,1
10750,1
16864,0
21820,0
21620,0
29638,1
792,0
16699,1
11104,0
18924,0
18647,0
19464,0
19956,0
7241,0
22807,0
10784,0
15151,1
27974,0
11338,1
24510,0
26579,0
24062,0
23005,1
4367,0
5973,0
8447,1
26855,0
24512,0
29060,0
25879,0
25462,0
26219,0
419,1
28866,0
22579,0
19101,1
11816,0
829,0
688,0
17153,1
28161,0
6510,0
20371,1
8423,0
13373,0
4961,0
16087,1
17277,0
18637,0
13394,0
27075,0
20303,0
1635,0
7017,0
23033,0
12029,1
23599,0
22055,0
29602,0
14877,0
10166,1
5196,0
14102,0
3309,0
8000,0
14332,0
8396,0
19429,0
22509,0
36,0
27290,0
5590,0
438,0
6995,1
17164,0
29204,0
22506,1
8257,0
26327,1
3618,1
8696,0
12387,0
22531,0
13518,0
7966,0
23739,1
22355,0
26347,0
10100,0
25182,1
17227,0
8923,0
10034,1
15203,0
14688,0
24818,0
20040,0
22004,0
14642,0
25186,0
25681,0
26430,0
8554,0
21492,0
891,0
24974,0
10288,0
12148,0
5083,0
25762,0
11268,0
249,0
2989,0
7133,0
7205,1
28629,0
8608,0
15273,0
9820,0
8455,1
24593,0
21991,0
2229,0
16209,1
17186,0
21145,0
14536,0
17964,0
20517,0
3613,1
9302,0
28658,0
18416,0
8234,0
20420,0
3108,0
11898,0
24230,0
18751,0
24795,0
6390,0
3223,1
7331,1
7429,1
19581,0
19088,0
23581,1
24136,0
15783,0
17932,0
5773,0
29144,0
20447,0
29914,0
12473,0
174,0
22154,0
19414,0
6374,0
12566,0
11050,0
20672,1
15356,0
27235,0
10400,0
5256,0
7299,0
23000,1
2209,0
19245,0
20425,0
29595,0
25394,0
3829,0
6548,0
15600,0
5451,0
15135,0
12529,0
1482,0
24983,0
3331,0
21406,1
19797,0
1926,0
7375,0
25860,0
10879,0
1217,0
24711,0
10148,0
876,0
25183,0
21710,0
2133,0
8800,1
5219,1
24621,0
2181,0
667,0
21889,0
16892,0
4861,0
5884,1
23095,0
28393,0
16831,1
29654,1
157,0
